variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes	sensi_1	sensi_0	speci_1	speci_0	mutation_in_interest	mutation_not_in_interest	mutation_in_compared	mutation_not_in_compared
group_2136	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2137	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2138	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2139	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
rpsT	0.0833	0.509	0.883	-0.0219	0.149	0.0135		0.1	0.9	0.9333333333333333	0.06666666666666665	6	54	4	56
group_831	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1291	0.075	0.0018100000000000002	0.188	-0.27	0.204	0.121	bad-chisq	0.0	1.0	0.85	0.15000000000000002	0	60	9	51
group_2011	0.075	0.0153	0.0535	0.7090000000000001	0.364	0.177	bad-chisq	0.13333333333333333	0.8666666666666667	0.9833333333333333	0.01666666666666672	8	52	1	59
group_425	0.075	0.298	0.815	-0.0402	0.172	0.0215		0.05	0.95	0.9	0.09999999999999998	3	57	6	54
group_1448	0.0667	0.14300000000000002	0.547	-0.0996	0.165	0.0556		0.03333333333333333	0.9666666666666667	0.9	0.09999999999999998	2	58	6	54
group_1370	0.0583	0.243	0.446	-0.10300000000000001	0.135	0.0702	bad-chisq	0.03333333333333333	0.9666666666666667	0.9166666666666666	0.08333333333333337	2	58	5	55
group_189	0.0583	0.243	0.9420000000000001	0.0122	0.168	0.00671	bad-chisq	0.08333333333333333	0.9166666666666666	0.9666666666666667	0.033333333333333326	5	55	2	58
group_795	0.0583	0.243	0.679	-0.083	0.2	0.0381	bad-chisq	0.03333333333333333	0.9666666666666667	0.9166666666666666	0.08333333333333337	2	58	5	55
group_1347	0.05	0.0939	0.13	-0.28600000000000003	0.188	0.139	bad-chisq	0.016666666666666666	0.9833333333333333	0.9166666666666666	0.08333333333333337	1	59	5	55
group_117	0.0417	0.171	0.41100000000000003	-0.132	0.16	0.0757	bad-chisq	0.016666666666666666	0.9833333333333333	0.9333333333333333	0.06666666666666665	1	59	4	56
group_118	0.0417	0.0224	0.138	0.374	0.251	0.136	bad-chisq	0.08333333333333333	0.9166666666666666	1.0	0.0	5	55	0	60
group_1413	0.0417	0.171	0.622	0.0839	0.17	0.0455	bad-chisq	0.06666666666666667	0.9333333333333333	0.9833333333333333	0.01666666666666672	4	56	1	59
group_1150	0.0333	0.309	0.142	-0.27399999999999997	0.185	0.135	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
virB4	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1375	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1376	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1377	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
ptlE	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1379	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1401	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
relE_2	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1407	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1409	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1410	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_1411	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
rfaH_2	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_2147	0.0333	0.0419	0.302	-0.28	0.271	0.0949	bad-chisq	0.0	1.0	0.9333333333333333	0.06666666666666665	0	60	4	56
group_426	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_427	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_429	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
tetA_3	0.0333	0.309	0.794	0.0654	0.25	0.0241	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
virB9	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_799	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_800	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
topB_2	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
stpA_2	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
bin3	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_805	0.0333	0.309	0.67	0.113	0.265	0.0393	bad-chisq	0.016666666666666666	0.9833333333333333	0.95	0.050000000000000044	1	59	3	57
group_815	0.0333	0.309	0.851	-0.0414	0.21899999999999997	0.0174	bad-chisq	0.05	0.95	0.9833333333333333	0.01666666666666672	3	57	1	59
group_1390	0.025	0.5589999999999999	0.501	0.198	0.294	0.0621	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_1391	0.025	0.5589999999999999	0.501	0.198	0.294	0.0621	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
bla	0.025	0.5589999999999999	0.501	0.198	0.294	0.0621	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
tnpR	0.025	0.5589999999999999	0.501	0.198	0.294	0.0621	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_1441	0.025	0.0794	0.00164	0.835	0.259	0.284	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
group_1443	0.025	0.0794	0.00164	0.835	0.259	0.284	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
group_1444	0.025	0.0794	0.00164	0.835	0.259	0.284	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
group_1445	0.025	0.0794	0.00164	0.835	0.259	0.284	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
group_1446	0.025	0.0794	0.00164	0.835	0.259	0.284	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
group_1531	0.025	0.0794	0.285	0.307	0.28600000000000003	0.0983	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
group_191	0.025	0.5589999999999999	0.9940000000000001	-0.00232	0.29	0.000734	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_2289	0.025	0.0794	0.36	0.25	0.271	0.0844	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
esiB_3	0.025	0.5589999999999999	0.545	0.156	0.257	0.0558	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_2635	0.025	0.0794	0.698	-0.107	0.276	0.0358	bad-chisq	0.0	1.0	0.95	0.050000000000000044	0	60	3	57
group_2636	0.025	0.5589999999999999	0.9	-0.027	0.215	0.0116	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_424	0.025	0.5589999999999999	0.542	-0.157	0.257	0.0562	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_428	0.025	0.5589999999999999	0.501	0.198	0.294	0.0621	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_432	0.025	0.5589999999999999	0.9	0.0269	0.215	0.0115	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
group_433	0.025	0.0794	0.00164	0.835	0.259	0.284	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
skp_2	0.025	0.0794	0.33899999999999997	0.222	0.231	0.088	bad-chisq	0.05	0.95	1.0	0.0	3	57	0	60
group_797	0.025	0.0794	0.662	-0.11199999999999999	0.255	0.0403	bad-chisq	0.0	1.0	0.95	0.050000000000000044	0	60	3	57
tetR	0.025	0.5589999999999999	0.501	0.198	0.294	0.0621	bad-chisq	0.016666666666666666	0.9833333333333333	0.9666666666666667	0.033333333333333326	1	59	2	58
lpp_2	0.025	0.0794	0.57	-0.177	0.31	0.0524	bad-chisq	0.0	1.0	0.95	0.050000000000000044	0	60	3	57
group_841	0.025	0.0794	0.604	-0.11599999999999999	0.223	0.0478	bad-chisq	0.0	1.0	0.95	0.050000000000000044	0	60	3	57
group_844	0.025	0.0794	0.604	-0.11599999999999999	0.223	0.0478	bad-chisq	0.0	1.0	0.95	0.050000000000000044	0	60	3	57
group_1204	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
rraB_2	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1256	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1359	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1360	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1361	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1362	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1363	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1364	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1365	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1380	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1381	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1382	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1383	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1384	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1385	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1386	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1387	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1388	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1389	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1394	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1395	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1396	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1397	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1398	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1399	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
pir	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
dnaJ_2	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1404	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1405	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1406	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1408	0.0167	0.154	0.669	-0.158	0.369	0.0395	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1442	0.0167	0.154	0.0295	0.606	0.275	0.19899999999999998	bad-chisq	0.03333333333333333	0.9666666666666667	1.0	0.0	2	58	0	60
group_1447	0.0167	0.154	0.129	0.386	0.252	0.14	bad-chisq	0.03333333333333333	0.9666666666666667	1.0	0.0	2	58	0	60
group_1643	0.0167	0.154	0.0892	0.604	0.353	0.156	bad-chisq	0.03333333333333333	0.9666666666666667	1.0	0.0	2	58	0	60
group_1732	0.0167	0.154	0.098	-0.405	0.243	0.152	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_1794	0.0167	0.154	0.6859999999999999	-0.13	0.319	0.0373	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2531	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2537	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2558	0.0167	0.154	0.643	-0.124	0.266	0.0428	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2584	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2606	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2621	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2623	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2634	0.0167	0.154	0.675	-0.109	0.259	0.0387	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2665	0.0167	0.154	0.726	-0.0921	0.262	0.0323	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_2666	0.0167	0.154	0.754	-0.0854	0.272	0.0289	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_434	0.0167	0.154	0.456	-0.379	0.507	0.0686	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_724	0.0167	0.154	0.17800000000000002	-0.39399999999999996	0.29100000000000004	0.124	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_778	0.0167	0.154	0.62	-0.126	0.254	0.0458	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_78	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_788	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
macB_2	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_790	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_792	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_807	0.0167	0.154	0.22899999999999998	0.428	0.354	0.111	bad-chisq	0.03333333333333333	0.9666666666666667	1.0	0.0	2	58	0	60
group_811	0.0167	0.154	0.379	-0.28600000000000003	0.324	0.081	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_812	0.0167	0.154	0.665	0.114	0.262	0.04	bad-chisq	0.03333333333333333	0.9666666666666667	1.0	0.0	2	58	0	60
group_816	0.0167	0.154	0.584	0.136	0.247	0.0505	bad-chisq	0.03333333333333333	0.9666666666666667	1.0	0.0	2	58	0	60
group_817	0.0167	0.154	0.423	0.24600000000000002	0.305	0.0739	bad-chisq	0.03333333333333333	0.9666666666666667	1.0	0.0	2	58	0	60
group_821	0.0167	0.154	0.0181	-0.84	0.35100000000000003	0.215	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_837	0.0167	0.154	0.816	-0.0611	0.261	0.0215	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_842	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_843	0.0167	0.154	0.762	-0.0801	0.264	0.0279	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
group_845	0.0167	0.154	0.7559999999999999	-0.0823	0.264	0.0287	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
gltR_3	0.0167	0.154	0.0764	-0.534	0.299	0.162	bad-chisq	0.0	1.0	0.9666666666666667	0.033333333333333326	0	60	2	58
